RESOLUÇÃO,CTT,N°,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,  ,
23/01/2025,207204,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,PENDENTE,
23/01/2025,207976,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,219860,1,50% Á 80%,ATIVO,JULIO,BRADESCO,MATHEUS,PENDENTE,
23/01/2025,194113,1,50% Á 80%,ATIVO,JULIO,RENNER,ALINE,PENDENTE,
23/01/2025,143861,1,50% Á 80%,ATIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,88318,1,50% Á 80%,ATIVO,JULIO,ITAÚ,ANA LIDIA,PENDENTE,
23/01/2025,116795,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ANA GESSICA,PENDENTE,
23/01/2025,136147,1,50% Á 80%,ATIVO,JULIO,RENNER,FELIPE,PENDENTE,
23/01/2025,167707,1,50% Á 80%,ATIVO,JULIO,BRADESCO,YURI,PENDENTE,
23/01/2025,183752,1,50% Á 80%,ATIVO,JULIO,OMNI,NUNO,PENDENTE,
23/01/2025,187272,1,50% Á 80%,ATIVO,JULIO,RENNER,THALISSON,PENDENTE,
23/01/2025,196278,1,50% Á 80%,ATIVO,JULIO,VOLKSWAGEN,MATHEUS,PENDENTE,
23/01/2025,216747,1,50% Á 80%,ATIVO,JULIO,BRADESCO,FELIPE,PENDENTE,
23/01/2025,206623,1,50% Á 80%,ATIVO,JULIO,RENNER,LUARA,PENDENTE,
23/01/2025,66435,1,50% Á 80% ,ATIVO,JULIO,RENNER,THALISSON,PENDENTE,
23/01/2025,98621,1,50% Á 80% ,ATIVO,JULIO,SAFRA,MATHEUS,PENDENTE,
23/01/2025,200995,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,PENDENTE,
23/01/2025,178651,1,50% Á 80%,ATIVO,JULIO,BRADESCO,THALISSON,PENDENTE,
23/01/2025,189633,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,PENDENTE,
23/01/2025,200575,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,PENDENTE,
23/01/2025,201838,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,218340,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,221871,1,50% Á 80%,ATIVO,JULIO,BRADESCO,FELIPE,PENDENTE,
23/01/2025,109209,1,50% Á 80%,ATIVO,FECHADO,RENNER,ELISANGELA,PENDENTE,
23/01/2025,98598,2,50% Á 80% ,ATIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,99027,2,50% Á 80% ,ATIVO,JULIO,OMNI,ANA LIDIA,PENDENTE,
23/01/2025,103571,2,50% Á 80% ,ATIVO,JULIO,OMNI,ANA GESSICA,PENDENTE,
23/01/2025,164934,2,50% Á 80% ,ATIVO,JULIO,OMNI,LUARA,PENDENTE,
23/01/2025,167635,2,50% Á 80% ,ATIVO,JULIO,OMNI,YURI,PENDENTE,
23/01/2025,172210,2,50% Á 80% ,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,
23/01/2025,178724,2,50% Á 80% ,ATIVO,JULIO,OMNI,NUNO,PENDENTE,
23/01/2025,186550,2,50% Á 80% ,ATIVO,JULIO,OMNI,THALISSON,PENDENTE,
23/01/2025,192013,2,50% Á 80% ,ATIVO,JULIO,OMNI,MATHEUS,PENDENTE,
23/01/2025,202705,3,50% Á 80% ,ATIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,207472,2,50% Á 80% ,ATIVO,JULIO,OMNI,JULIANE,PENDENTE,
23/01/2025,210935,2,50% Á 80% ,ATIVO,JULIO,RENNER,LUARA,PENDENTE,
23/01/2025,222845,1,50% Á 80% ,ATIVO,JULIO,OMNI,NUNO,PENDENTE,
23/01/2025,217384,1,50% Á 80% ,ATIVO,JULIO,OMNI,NUNO,PENDENTE,
23/01/2025,81851,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,PENDENTE,
23/01/2025,10693,1,50% a 80%,ATIVO,JULIO,SANTANDER,NUNO,PENDENTE,INFORMAÇÕES
23/01/2025,14290,1,50% a 80%,ATIVO,JULIO,SANTANDER,POLIANA,PENDENTE,
23/01/2025,13705,1,50% a 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,8655,1,50% a 80%,ATIVO,JULIO,OMNI,ANA LIDIA,PENDENTE,
23/01/2025,11579,1,50% a 80%,ATIVO,JULIO,BRADESCO,ANA GESSICA,PENDENTE,
23/01/2025,11951,1,50% a 80%,ATIVO,JULIO,OMNI,JULIANE,PENDENTE,
23/01/2025,8803,1,50% a 80%,ATIVO,JULIO,GMAC,LUARA,PENDENTE,
23/01/2025,10288,1,50% a 80%,ATIVO,JULIO,OMNI,YURI,PENDENTE,
23/01/2025,7564,1,50% a 80%,ATIVO,JULIO,GMAC,IGOR,PENDENTE,
23/01/2025,13551,1,50% a 80%,ATIVO,JULIO,PANAMERICANO,NUNO,PENDENTE,
23/01/2025,164914,1,valores,RECEPTIVO,JULIO,RENNER,POLIANA,PENDENTE,
23/01/2025,155271,1,valor,RECEPTIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,205857,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,PENDENTE,
23/01/2025,202238,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,PENDENTE,
23/01/2025,205330,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,PENDENTE,
23/01/2025,207234,1,50% á 80%,ATIVO,REVERSÃO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,209270,1,50% á 80%,ATIVO,JULIO,RENNER,ANA GESSICA,PENDENTE,
23/01/2025,211445,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,212575,1,50% á 80%,ATIVO,JULIO,RENNER,YURI,PENDENTE,
23/01/2025,142114,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,PENDENTE,
23/01/2025,208976,1,50% Á 80%,ATIVO,JULIO,VOLKSWAGEN,ALINE,PENDENTE,
23/01/2025,92655,1,50% Á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,PENDENTE,
23/01/2025,67043,1,50% Á 80%,ATIVO,JULIO,SAFRA,ANA GESSICA,PENDENTE,
23/01/2025,76135,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,132107,1,50% Á 80%,ATIVO,JULIO,VOLKSWAGEN,FELIPE,PENDENTE,
23/01/2025,146372,1,50% Á 80%,ATIVO,JULIO,RENNER,LUARA,PENDENTE,
23/01/2025,150680,1,50% Á 80%,ATIVO,JULIO,OMNI,YURI,PENDENTE,
23/01/2025,179302,1,50% Á 80%,ATIVO,JULIO,SANTANDER,NUNO,PENDENTE,
23/01/2025,180997,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,217973,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,PENDENTE,
23/01/2025,223093,1,50% Á 80%,ATIVO,JULIO,PSA F.,MATHEUS,PENDENTE,
23/01/2025,93476,1,50% Á 80%,ATIVO,JULIO,RCI,ALINE,PENDENTE,
23/01/2025,127225,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,PENDENTE,
23/01/2025,202487,1,50% Á 80%,ATIVO,JULIO,VOLKSWAGEN,FELIPE,PENDENTE,
23/01/2025,71708,1,50% Á 80%,ATIVO,JULIO,ITAÚ,LUARA,PENDENTE,
23/01/2025,135391,1,50% Á 80%,ATIVO,JULIO,RENNER,MATHEUS,PENDENTE,
23/01/2025,168966,1,50% Á 80%,ATIVO,JULIO,BRADESCO,MATHEUS,PENDENTE,
23/01/2025,178879,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,PENDENTE,
23/01/2025,217578,2,50% á 80%,ATIVO,JULIO,OMNI,THALISSON,PENDENTE,
23/01/2025,97194,1,50% á 80%,ATIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,113839,1,50% á 80%,ATIVO,JULIO,OMNI,ANA GESSICA,PENDENTE,
23/01/2025,174401,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,80434,1,50% á 80%,ATIVO,JULIO,BRADESCO,NUNO,PENDENTE,
23/01/2025,189616,1,50% Á 80%,ATIVO,JULIO,RENNER,IGOR,PENDENTE,
23/01/2025,190486,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,NUNO,PENDENTE,
23/01/2025,191136,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,191216,1,50% Á 80%,ATIVO,ANTUNES,RENNER,ELISANGELA,PENDENTE,
23/01/2025,192904,1,50% Á 80%,ATIVO,JULIO,RENNER,MATHEUS,PENDENTE,
23/01/2025,196349,1,50% Á 80%,ATIVO,FECHADO,OMNI,ALINE,PENDENTE,
23/01/2025,197936,1,50% Á 80%,ATIVO,JULIO,RENNER,ANA GESSICA,PENDENTE,
23/01/2025,198796,2,50% Á 80%,ATIVO,JULIO,BRADESCO,JULIANE,PENDENTE,
23/01/2025,199047,1,50% Á 80%,ATIVO,JULIO,BRADESCO,FELIPE,PENDENTE,
23/01/2025,199365,1,50% Á 80%,ATIVO,JULIO,RENNER,IGOR,PENDENTE,
23/01/2025,200106,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,200355,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,PENDENTE,
23/01/2025,216011,2,valores,RECEPTIVO,JULIO,BRADESCO,ELISANGELA,PENDENTE,
23/01/2025,170318,1,valores,RECEPTIVO,JULIO,SANTANDER,MATHEUS,PENDENTE,
23/01/2025,229535,1,6.000,RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,PENDENTE,
23/01/2025,146952,1,"20.000,00",RECEPTIVO,JULIO,SAFRA,ALINE,PENDENTE,
23/01/2025,153792,3,valores,RECEPTIVO,JULIO,OMNI,ANA GESSICA,PENDENTE,
23/01/2025,224949,1,"3.600,00",RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,PENDENTE,
23/01/2025,187393,1,valores,RECEPTIVO,JULIO,BRADESCO,IGOR,PENDENTE,
23/01/2025,237039 ,1,VALORES,RECEPTIVO,JULIO,BRADESCO,NUNO,PENDENTE,
23/01/2025,200852,3,VALORES,RECEPTIVO,JULIO,OMNI,THALISSON,PENDENTE,
23/01/2025,231905  ,1,"R$ 2.000,00",RECEPTIVO,JULIO,BRADESCO,MATHEUS,PENDENTE,
23/01/2025,200424,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,PENDENTE,
23/01/2025,228986,2,VALORES,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,PENDENTE,
23/01/2025,228986,2,valores,ATIVO,JULIO,BV FINANCEIRA,POLIANA,PENDENTE,
23/01/2025, 230684 ,1,"R$ 10.500,00",ATIVO,JULIO,BRADESCO,IGOR,PENDENTE,
23/01/2025,231036,2,valores,ATIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,182748,2,VALORES,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,PENDENTE,
23/01/2025,239220,1,"4.000,00",RECEPTIVO,JULIO,BRADESCO,FELIPE,PENDENTE,
23/01/2025,198903,3,"R$ 12.000,00",RECEPTIVO,FECHADO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,219518,1,"R$ 7.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,PENDENTE,
23/01/2025,224114,1,VALORES,RECEPTIVO,JULIO,OMNI,ANA GESSICA,PENDENTE,
23/01/2025,183279,2,valores,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,224311,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,PENDENTE,
23/01/2025,230757,1,"12.000,00",RECEPTIVO,ANTUNES,BV FINANCEIRA,LUARA,PENDENTE,
23/01/2025,224711,1,"9.600,00",RECEPTIVO,JULIO,BV FINANCEIRA,YURI,PENDENTE,
23/01/2025,153398,1,"R$ 30.000,00",RECEPTIVO,JULIO,VOLKSWAGEN,YURI,ANÁLISE,AGUARDANDO A ANÁLISE
23/01/2025,196847,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,225525,1,VALORES,RECEPTIVO,JULIO,BRADESCO,POLIANA,PENDENTE,
23/01/2025,225784 ,1,VALORES,RECEPTIVO,JULIO,BRADESCO,MATHEUS,PENDENTE,
23/01/2025,192738,3,valores,RECEPTIVO,ANTUNES,RENNER,POLIANA,PENDENTE,
23/01/2025,233256 ,1,"R$ 7.000,00",ATIVO,JULIO,SANTANDER,NUNO,PENDENTE,
23/01/2025,201343,3,VALORES,RECEPTIVO,ANTUNES,RENNER,YURI,RESOLVIDO,SEM DESCONTO
23/01/2025,228404 ,1,VALORES. CONTATAR CLIENTE,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,097523,1,"6.000,00",RECEPTIVO,JULIO,RENNER,MATHEUS,PENDENTE,
23/01/2025,161780,3,valores,RECEPTIVO,JULIO,VOLKSWAGEN,MATHEUS,PENDENTE,
23/01/2025,222916,1,valores,RECEPTIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,065921,1,valores,RECEPTIVO,ANTUNES,PANAMERICANO,ANA GESSICA,PENDENTE,
23/01/2025,223717,5,"22.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,IGOR,ANÁLISE,
23/01/2025,233386,1,valores,RECEPTIVO,JULIO,BRADESCO,NUNO,PENDENTE,
23/01/2025,221804,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,119940,1,"R$ 8.000,00",ATIVO,JULIO,SAFRA,ANA LIDIA,ANÁLISE,AGUARDANDO PROCURAÇÃO
23/01/2025,155505,1,"CLIENTE TEVE O VEICULO ROUBADO, TEM INTERESSE EM TODOS OS TIPOS DE ACORDO",RECEPTIVO,JULIO,BRADESCO,FELIPE,PENDENTE,
23/01/2025,229714 ,1,VALORES ,RECEPTIVO,JULIO,ITAÚ,MATHEUS,PENDENTE,
23/01/2025,226520,2,"R$ 16,00",RECEPTIVO,JULIO,OMNI,THALISSON,PENDENTE,
23/01/2025,189829,1,"7.000,00",RECEPTIVO,JULIO,BRADESCO,YURI,PENDENTE,
23/01/2025,236205,1,"7.000,00",ATIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,221241,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,225054,1,VERIFICAR SE O CLIENTE REALIZOU ENTRA AMIGAVEL QUITATIVA,RECEPTIVO,ANTUNES,PANAMERICANO,ANA GESSICA,PENDENTE,
23/01/2025,205294 ,1,"R$ 5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,209950 ,1,"R$ 3.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,PENDENTE,
23/01/2025,222120,1,"R$ 8.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,236123 ,1,"R$ 16.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,PENDENTE,
23/01/2025,217026 ,1,"R$ 8.000,00",RECEPTIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,220404,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
22/01/2025,219895,1,"R$ 15.000,00",,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
23/01/2025,186456,1,"R$ 20.000,00",RECEPTIVO,JULIO,BRADESCO,ALINE,PENDENTE,
23/01/2025,195821,1,"R$ 10.500,00",RECEPTIVO,ANTUNES,SANTANDER,ALINE,RESOLVIDO,APROVADO
23/01/2025,202513,1,"R$ 13.000,00",RECEPTIVO,JULIO,SANTANDER,ALINE,PENDENTE,
23/01/2025,224202,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,225340,1,"R$ 10.000,00",RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
23/01/2025,184233,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,PENDENTE,
23/01/2025,212647,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,221687,1,"R$ 15.000,00",RECEPTIVO,ANTUNES,SANTANDER,MATHEUS,RESOLVIDO,
23/01/2025,223752,2,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,IGOR,PENDENTE,
23/01/2025,220633,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,PENDENTE,
23/01/2025,141002,2,valores,RECEPTIVO,JULIO,BRADESCO,YURI,RESOLVIDO,APROVADO
23/01/2025,226869,1,"R$ 8.000,00",RECEPTIVO,JULIO,BRADESCO,ALINE,PENDENTE,
23/01/2025,211403,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
23/01/2025,223752,2,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,PENDENTE,
23/01/2025,216765,1,valores,RECEPTIVO,JULIO,ITAÚ,FELIPE,RESOLVIDO,APROVADO
23/01/2025,187022,1,valores,RECEPTIVO,ANTUNES,BRADESCO,THALISSON,PENDENTE,
23/01/2025,196159,3,"R$ 10.000,00",RECEPTIVO,JULIO,BRADESCO,IGOR,PENDENTE,
23/01/2025,195540,2,valores,RECEPTIVO,ANTUNES,RENNER,LUARA,PENDENTE,
23/01/2025,228784,1,"R$ 4.800,00",RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,PENDENTE,
23/01/2025,214047,2,"R$ 12.000,00",RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,SEM DESCONTO
23/01/2025,182012,3,,RECEPTIVO,JULIO,SANTANDER,ALINE,PENDENTE,
23/01/2025,89235,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,95142,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,PENDENTE,
23/01/2025,98598,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,99027,2,50% Á 80%,ATIVO,JULIO,OMNI,YURI,PENDENTE,
23/01/2025,99048,1,50% Á 80%,ATIVO,JULIO,SAFRA,IGOR,PENDENTE,
23/01/2025,101941,1,50% Á 80%,ATIVO,JULIO,ITAÚ,NUNO,PENDENTE,
23/01/2025,106548,2,50% Á 80%,ATIVO,JULIO,OMNI,JULIANE,PENDENTE,
23/01/2025,112222,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,CANCELADO
23/01/2025,117968,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,CANCELADO
23/01/2025,120248,1,50% Á 80%,ATIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
23/01/2025,120440,1,50% Á 80%,ATIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,APREENDIDO
23/01/2025,121588,1,50% Á 80%,ATIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,130939,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,
23/01/2025,131807,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,IGOR,PENDENTE,
23/01/2025,135137,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APREENDIDO
23/01/2025,141202,2,50% Á 80%,ATIVO,JULIO,SANTANA,JULIANE,PENDENTE,
23/01/2025,141388,1,50% Á 80%,ATIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,143495,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,145026,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,146501,2,50% Á 80%,ATIVO,JULIO,SANTANDER,ALINE,PENDENTE,
23/01/2025,146718,1,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,APREENDIDO
23/01/2025,146744,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,IGOR,RESOLVIDO,
23/01/2025,148490,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,CANCELADO
23/01/2025,149291,1,50% Á 80%,ATIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,152356,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,153792,3,50% Á 80%,ATIVO,JULIO,OMNI,POLIANA,PENDENTE,
23/01/2025,154045,1,50% Á 80%,ATIVO,JULIO,OMNI,ELISANGELA,RESOLVIDO,CANCELADO
23/01/2025,154873,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,CANCELADO
23/01/2025,155641,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,CANCELADO
23/01/2025,155876,1,50% Á 80%,ATIVO,JULIO,ITAÚ,IGOR,RESOLVIDO,
23/01/2025,156423,1,50% Á 80%,ATIVO,JULIO,BRADESCO,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,156625,2,50% Á 80%,ATIVO,JULIO,OMNI,JULIANE,PENDENTE,
23/01/2025,156690,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,CANCELADO
23/01/2025,158756,1,50% Á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,PENDENTE,
23/01/2025,159364,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,CANCELADO
23/01/2025,159412,1,50% Á 80%,ATIVO,JULIO,OMNI,MATHEUS,PENDENTE,
23/01/2025,160721,1,50% Á 80%,ATIVO,JULIO,RCI,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,161184,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,161714,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,CANCELADO
23/01/2025,162774,3,50% Á 80%,ATIVO,JULIO,VOLKSWAGEN,IGOR,RESOLVIDO,
23/01/2025,163811,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,QUITADO CLIENTE
23/01/2025,164506,1,50% Á 80%,ATIVO,JULIO,SANTANDER,THALISSON,PENDENTE,
23/01/2025,164801,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA LIDIA,PENDENTE,
23/01/2025,164934,2,50% Á 80%,ATIVO,JULIO,OMNI,ANA GESSICA,PENDENTE,
23/01/2025,166703,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,166859,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,167297,2,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,QUITADO CLIENTE
23/01/2025,167635,2,50% Á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,
23/01/2025,168291,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,169619,1,50% Á 80%,ATIVO,JULIO,ITAÚ,JULIANE,PENDENTE,
23/01/2025,169786,1,50% Á 80%,ATIVO,JULIO,OMNI,THALISSON,RESOLVIDO,APROVADO
23/01/2025,171162,1,50% Á 80%,ATIVO,JULIO,ITAÚ,MATHEUS,PENDENTE,
23/01/2025,171839,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,CANCELADO
23/01/2025,172023,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,172025,1,50% Á 80%,ATIVO,JULIO,BRADESCO,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,172210,2,50% Á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,
23/01/2025,172999,3,50% Á 80%,ATIVO,JULIO,BRADESCO,NUNO,RESOLVIDO,AGUARDANDO A ANÁLISE
23/01/2025,173565,1,50% Á 80%,ATIVO,JULIO,OMNI,JULIANE,PENDENTE,
23/01/2025,173745,1,50% Á 80%,ATIVO,JULIO,ITAÚ,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,174088,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
23/01/2025,176564,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,APROVADO
23/01/2025,177479,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,CANCELADO
23/01/2025,177585,1,50% Á 80%,ATIVO,JULIO,ITAÚ,YURI,RESOLVIDO,CANCELADO
23/01/2025,177699,1,50% Á 80%,ATIVO,JULIO,BRADESCO,IGOR,PENDENTE,
23/01/2025,177745,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,LUARA,PENDENTE,
23/01/2025,178258,1,50% Á 80%,ATIVO,JULIO,BRADESCO,NUNO,RESOLVIDO,
23/01/2025,178366,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,178494,1,50% Á 80%,ATIVO,JULIO,OMNI,THALISSON,PENDENTE,
23/01/2025,178724,2,50% Á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APROVADO
23/01/2025,179387,2,50% Á 80%,ATIVO,JULIO,VOLKSWAGEN,MATHEUS,PENDENTE,
23/01/2025,179685,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ELISANGELA,ANÁLISE,AGUARDANDO A ANÁLISE
23/01/2025,179704,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,179931,1,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,CANCELADO
23/01/2025,180008,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,IGOR,PENDENTE,
23/01/2025,180074,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,LUARA,PENDENTE,
23/01/2025,180098,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,
23/01/2025,181430,2,50% Á 80%,ATIVO,JULIO,OMNI,THALISSON,PENDENTE,
23/01/2025,182708,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,MATHEUS,ANÁLISE,AGUARDANDO A ANÁLISE
